candidate_no,table_id,pdf_page,row_label,column_label,original_value,corrected_value,action,confidence,source_image,notes
031,表 1-37,107,烟酸/mg,蛤蜊（代表值）,1.50,1.50,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,钙/mg,营养素,钙/mg,钙/mg,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,钙/mg,鲍鱼（杂色鲍）,266,266,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,钙/mg,海参,285,285,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,钙/mg,大黄花鱼,53,53,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,钙/mg,蛤蜊（代表值）,133,133,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,磷/mg,营养素,磷/mg,磷/mg,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,磷/mg,鲍鱼（杂色鲍）,77,77,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,磷/mg,海参,28,28,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,磷/mg,大黄花鱼,174,174,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,磷/mg,蛤蜊（代表值）,128,128,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铁/mg,营养素,铁/mg,铁/mg,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铁/mg,鲍鱼（杂色鲍）,22.6,22.6,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铁/mg,海参,13.2,13.2,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铁/mg,大黄花鱼,0.7,0.7,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铁/mg,蛤蜊（代表值）,10.9,10.9,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锌/mg,营养素,锌/mg,锌/mg,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锌/mg,鲍鱼（杂色鲍）,1.75,1.75,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锌/mg,海参,0.63,0.63,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锌/mg,大黄花鱼,0.58,0.58,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锌/mg,蛤蜊（代表值）,2.38,2.38,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,硒/ug,营养素,硒/ug,硒/ug,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,硒/ug,鲍鱼（杂色鲍）,21.38,21.38,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,硒/ug,海参,63.93,63.93,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,硒/ug,大黄花鱼,42.57,42.57,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,硒/ug,蛤蜊（代表值）,54.31,54.31,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铜/mg,营养素,铜/mg,铜/mg,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铜/mg,鲍鱼（杂色鲍）,0.72,0.72,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铜/mg,海参,0.05,0.05,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铜/mg,大黄花鱼,0.04,0.04,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,铜/mg,蛤蜊（代表值）,0.11,0.11,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锰/mg,营养素,锰/mg,锰/mg,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锰/mg,鲍鱼（杂色鲍）,0.40,0.40,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锰/mg,海参,0.76,0.76,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锰/mg,大黄花鱼,0.02,0.02,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
031,表 1-37,107,锰/mg,蛤蜊（代表值）,0.44,0.44,confirmed,high,qa/table_page_images/page_107.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
032,表 1-38,109,table,all_verified_cells,,,confirmed,high,qa/table_page_images/page_109.png,高置信手工表；关键数字、单位和行列名沿用页图复核后的整理结果。 当前表体摘要长度=385字符。
033,表 1-39,112,高饱和脂肪酸类,食用油的营养型分类,高饱和脂肪酸类,高饱和脂肪酸类,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,高饱和脂肪酸类,代表性油脂,黄油、牛油、猪油、椰子油、棕榈油、可可脂,黄油、牛油、猪油、椰子油、棕榈油、可可脂,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,高饱和脂肪酸类,特征脂肪酸,月桂酸、豆蔻酸、棕榈酸等,月桂酸、豆蔻酸、棕榈酸等,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-9 系列脂肪酸,食用油的营养型分类,富含 n-9 系列脂肪酸,富含 n-9 系列脂肪酸,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-9 系列脂肪酸,代表性油脂,橄榄油、茶油、菜籽油,橄榄油、茶油、菜籽油,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-9 系列脂肪酸,特征脂肪酸,高油酸单不饱和脂肪酸等,高油酸单不饱和脂肪酸等,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-6 系列脂肪酸,食用油的营养型分类,富含 n-6 系列脂肪酸,富含 n-6 系列脂肪酸,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-6 系列脂肪酸,代表性油脂,玉米油、葵花籽油、大豆油、花生油,玉米油、葵花籽油、大豆油、花生油,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-6 系列脂肪酸,特征脂肪酸,高亚油酸型多不饱和脂肪酸等,高亚油酸型多不饱和脂肪酸等,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-3 系列脂肪酸,食用油的营养型分类,富含 n-3 系列脂肪酸,富含 n-3 系列脂肪酸,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-3 系列脂肪酸,代表性油脂,鱼油、亚麻籽油、紫苏油,鱼油、亚麻籽油、紫苏油,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
033,表 1-39,112,富含 n-3 系列脂肪酸,特征脂肪酸,DHA、EPA、α-亚麻酸等,DHA、EPA、α-亚麻酸等,confirmed,high,qa/table_page_images/page_112.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
034,表 1-40,114,table,all_verified_cells,,,confirmed,high,qa/table_page_images/page_114.png,高置信手工表；关键数字、单位和行列名沿用页图复核后的整理结果。 当前表体摘要长度=140字符。
035,表 1-41,116,食用油/g,项目,食用油/g,食用油/g,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,食用油/g,1982年,18.2,18.2,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,食用油/g,1992年,29.5,29.5,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,食用油/g,2002年,41.6,41.6,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,食用油/g,2012年,42.1,42.1,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,食用油/g,2015年,43.2,43.2,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,盐/g,项目,盐/g,盐/g,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,盐/g,1982年,12.7,12.7,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,盐/g,1992年,13.9,13.9,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,盐/g,2002年,12.0,12.0,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,盐/g,2012年,10.4,10.4,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,盐/g,2015年,9.3,9.3,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,钠/mg,项目,钠/mg,钠/mg,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,钠/mg,1982年,-,-,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,钠/mg,1992年,6671,6671,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,钠/mg,2002年,6268,6268,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,钠/mg,2012年,5667,5667,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
035,表 1-41,116,钠/mg,2015年,6046,6046,confirmed,high,qa/table_page_images/page_116.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,合计,年龄,合计,合计,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,合计,合计男,64.5,64.5,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,合计,合计女,23.1,23.1,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,合计,城市男,65.7,65.7,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,合计,城市女,27.3,27.3,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,合计,农村男,63.2,63.2,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,合计,农村女,18.8,18.8,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,18~44岁,年龄,18~44岁,18~44岁,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,18~44岁,合计男,66.9,66.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,18~44岁,合计女,25.7,25.7,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,18~44岁,城市男,67.4,67.4,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,18~44岁,城市女,30.2,30.2,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,18~44岁,农村男,66.4,66.4,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,18~44岁,农村女,20.3,20.3,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,45~59岁,年龄,45~59岁,45~59岁,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,45~59岁,合计男,67.2,67.2,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,45~59岁,合计女,22.3,22.3,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,45~59岁,城市男,68.2,68.2,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,45~59岁,城市女,26.0,26.0,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,45~59岁,农村男,66.1,66.1,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,45~59岁,农村女,18.9,18.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,60岁~,年龄,60岁~,60岁~,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,60岁~,合计男,51.6,51.6,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,60岁~,合计女,16.0,16.0,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,60岁~,城市男,53.9,53.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,60岁~,城市女,17.8,17.8,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,60岁~,农村男,49.9,49.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
036,表 1-42,119,60岁~,农村女,14.7,14.7,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,男性,性别/年龄,男性,男性,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,男性,<5g,18.6,18.6,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,男性,5g~,24.6,24.6,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,男性,15g~,14.3,14.3,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,男性,≥25g,42.5,42.5,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,性别/年龄,18~44岁,18~44岁,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,<5g,24.9,24.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,5g~,29.6,29.6,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,15g~,13.8,13.8,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,≥25g,31.7,31.7,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,性别/年龄,45~59岁,45~59岁,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,<5g,16.7,16.7,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,5g~,23.8,23.8,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,15g~,13.2,13.2,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,≥25g,46.3,46.3,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,性别/年龄,60岁~,60岁~,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,<5g,14.9,14.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,5g~,20.6,20.6,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,15g~,16.2,16.2,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,≥25g,48.3,48.3,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,女性,性别/年龄,女性,女性,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,女性,<5g,40.0,40.0,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,女性,5g~,32.2,32.2,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,女性,15g~,11.7,11.7,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,女性,≥25g,16.1,16.1,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,性别/年龄,18~44岁,18~44岁,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,<5g,47.6,47.6,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,5g~,32.3,32.3,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,15g~,8.6,8.6,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,18~44岁,≥25g,11.5,11.5,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,性别/年龄,45~59岁,45~59岁,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,<5g,40.9,40.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,5g~,31.2,31.2,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,15g~,12.0,12.0,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,45~59岁,≥25g,15.9,15.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,性别/年龄,60岁~,60岁~,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,<5g,31.9,31.9,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,5g~,33.3,33.3,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,15g~,14.1,14.1,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
037,表 1-43,119,60岁~,≥25g,20.7,20.7,confirmed,high,qa/table_page_images/page_119.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,因素,食盐,食盐,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,与健康的关系,高盐（钠）能够增加高血压的发病风险，降低盐（钠）能够降低血压水平,高盐（钠）能够增加高血压的发病风险，降低盐（钠）能够降低血压水平,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,证据来源,9 篇系统综述，3 项队列研究，1 项横断面研究,9 篇系统综述，3 项队列研究，1 项横断面研究,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,可信等级,A,A,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,因素,食盐,食盐,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,与健康的关系,高盐（钠）可增加脑卒中的发病风险,高盐（钠）可增加脑卒中的发病风险,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,证据来源,4 篇系统综述，3 项队列研究,4 篇系统综述，3 项队列研究,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,可信等级,B,B,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,因素,食盐,食盐,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,与健康的关系,高盐（钠）可增加胃癌的发病风险,高盐（钠）可增加胃癌的发病风险,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,证据来源,7 篇系统综述，2 项队列研究，4 项病例对照研究，1 项横断面研究,7 篇系统综述，2 项队列研究，4 项病例对照研究，1 项横断面研究,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,可信等级,B,B,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,因素,食盐,食盐,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,与健康的关系,高盐（钠）可增加全因死亡的风险,高盐（钠）可增加全因死亡的风险,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,证据来源,3 篇系统综述和 1 项 RCT 研究,3 篇系统综述和 1 项 RCT 研究,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,食盐,可信等级,B,B,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,因素,油脂,油脂,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,与健康的关系,高脂肪摄入能够增加肥胖风险，减少总脂肪摄入有助于减轻体重,高脂肪摄入能够增加肥胖风险，减少总脂肪摄入有助于减轻体重,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,证据来源,4 篇系统综述，3 项 RCT 研究,4 篇系统综述，3 项 RCT 研究,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,可信等级,A,A,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,因素,油脂,油脂,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,与健康的关系,以多不饱和脂肪酸部分替代饱和脂肪酸摄入可降低冠心病的发病风险,以多不饱和脂肪酸部分替代饱和脂肪酸摄入可降低冠心病的发病风险,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,证据来源,13 篇系统综述、4 项随机对照试验和 1 项队列研究,13 篇系统综述、4 项随机对照试验和 1 项队列研究,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,可信等级,B,B,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,因素,油脂,油脂,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
038,表 1-44,122,油脂,与健康的关系,反式脂肪酸摄入过多可增加心血管疾病死亡风险,反式脂肪酸摄入过多可增加心血管疾病死亡风险,confirmed,high,qa/table_page_images/page_122.png,按页图和 Vision OCR 工作包逐单元核对后写入 override。
