0.500	0.456	0.796	0.187	0.013	附表1-4 食物标准份量示意图
1.000	0.267	0.769	0.041	0.012	种类
1.000	0.587	0.770	0.043	0.013	示意图
1.000	0.267	0.715	0.029	0.012	谷类
0.300	0.248	0.702	0.068	0.010	50~60g/份
0.300	0.462	0.679	0.129	0.010	80g 馒头（50g 面粉）
0.500	0.624	0.677	0.140	0.013	110g 米饭（50g大米）
1.000	0.269	0.578	0.029	0.010	薯类
0.500	0.505	0.587	0.057	0.013	85g 红薯
0.500	0.663	0.589	0.055	0.013	85g 红薯
0.500	0.246	0.564	0.076	0.011	85~100g/ 份
0.300	0.466	0.497	0.066	0.012	100g土豆
0.500	0.589	0.498	0.060	0.010	100g土豆
0.500	0.700	0.498	0.062	0.012	100g土豆
0.500	0.474	0.387	0.066	0.012	100g菠菜
0.500	0.577	0.388	0.062	0.012	100g 菠菜
0.500	0.667	0.388	0.099	0.012	100g 菠菜（熟）
1.000	0.273	0.323	0.029	0.012	蔬菜
0.500	0.263	0.310	0.051	0.010	100g/份
0.500	0.472	0.280	0.062	0.012	100g油菜
0.500	0.589	0.282	0.062	0.012	100g油菜
0.500	0.700	0.282	0.066	0.012	100g油菜
0.500	0.466	0.267	0.076	0.012	2棵（手卡）
0.500	0.569	0.267	0.105	0.012	5棵（手中指长）
1.000	0.715	0.267	0.037	0.012	（熟）
0.300	0.462	0.167	0.064	0.012	100g 芹菜
0.500	0.579	0.168	0.060	0.012	100g 芹菜
0.500	0.698	0.169	0.066	0.013	100g 芹菜
1.000	0.932	0.051	0.033	0.013	339
