1.000	0.103	0.730	0.082	0.020	附录二
1.000	0.211	0.722	0.563	0.026	中国居民膳食营养素参考摄入量（DRIs，2013）
1.000	0.209	0.705	0.105	0.020	相关表格
0.500	0.113	0.639	0.645	0.017	附表2-1 中国居民膳食能量需要量（EER）、宏量营养素可接受范围（AMDR）、蛋白质推荐摄入量（RNI）
0.300	0.203	0.622	0.125	0.012	EER/ （kcal•d'）*
0.500	0.464	0.619	0.047	0.012	AMDR
1.000	0.692	0.621	0.027	0.009	RNI
1.000	0.131	0.597	0.029	0.012	人群
1.000	0.345	0.600	0.058	0.012	总碳水化
1.000	0.220	0.587	0.016	0.012	男
0.300	0.294	0.587	0.014	0.010	女
0.300	0.357	0.586	0.031	0.012	合物
1.000	0.417	0.594	0.047	0.012	添加糖/
1.000	0.489	0.593	0.047	0.012	总脂肪/
1.000	0.558	0.591	0.070	0.012	饱和脂肪酸
0.300	0.647	0.597	0.109	0.013	蛋白质/（g、d）
0.300	0.359	0.573	0.027	0.012	%E
0.500	0.427	0.578	0.027	0.010	%E
0.300	0.497	0.578	0.029	0.012	%E
0.500	0.548	0.578	0.090	0.010	IU-AMDR/%E
1.000	0.663	0.574	0.014	0.013	男
1.000	0.725	0.574	0.016	0.012	女
0.500	0.125	0.548	0.041	0.010	0~6月
1.000	0.207	0.555	0.045	0.010	90kcal/
1.000	0.279	0.555	0.047	0.009	90kcal/
0.300	0.203	0.541	0.049	0.010	（kg•d）
0.300	0.277	0.541	0.049	0.010	（kg•d）
0.300	0.487	0.546	0.054	0.011	48（Al）
0.300	0.649	0.545	0.047	0.010	9 （AI）
0.300	0.712	0.545	0.047	0.011	9 （AI）
0.500	0.121	0.516	0.047	0.010	7~12月
1.000	0.207	0.523	0.045	0.009	80kcal/
1.000	0.279	0.523	0.047	0.009	80kcal/
0.300	0.203	0.507	0.049	0.012	（kg•d）
0.300	0.277	0.507	0.049	0.010	（kg•d）
0.300	0.433	0.517	0.014	0.003	—
0.300	0.487	0.513	0.051	0.010	40 （AI）
1.000	0.661	0.513	0.018	0.009	20
1.000	0.725	0.513	0.018	0.009	20
0.500	0.131	0.491	0.027	0.009	1岁
1.000	0.216	0.490	0.025	0.009	900
1.000	0.290	0.490	0.025	0.009	800
1.000	0.351	0.490	0.041	0.009	50~65
0.300	0.485	0.488	0.053	0.010	35（AI）
1.000	0.659	0.487	0.021	0.010	25
1.000	0.725	0.487	0.018	0.009	25
0.500	0.131	0.472	0.027	0.010	2岁
0.300	0.209	0.472	0.037	0.009	1 100
0.500	0.283	0.472	0.037	0.009	1 000
1.000	0.351	0.471	0.041	0.010	50~65
0.300	0.431	0.471	0.016	0.007	—
0.300	0.483	0.468	0.055	0.012	35 （AI）
0.300	0.585	0.471	0.016	0.006	—
1.000	0.661	0.469	0.018	0.009	25
1.000	0.725	0.469	0.018	0.009	25
0.500	0.129	0.452	0.027	0.012	3岁
0.500	0.209	0.453	0.037	0.009	1 250
0.500	0.283	0.453	0.035	0.009	1 200
1.000	0.351	0.452	0.041	0.009	50~65
0.300	0.431	0.455	0.014	0.003	—
0.300	0.485	0.452	0.053	0.009	35 （AI）
1.000	0.661	0.451	0.018	0.009	30
1.000	0.725	0.451	0.018	0.009	30
0.500	0.129	0.433	0.029	0.012	4岁
0.300	0.209	0.435	0.037	0.009	1300
0.300	0.283	0.435	0.035	0.009	1 250
1.000	0.351	0.435	0.041	0.009	50~65
1.000	0.427	0.433	0.025	0.009	<10
1.000	0.489	0.433	0.043	0.009	20~30
0.500	0.583	0.433	0.018	0.009	<8
1.000	0.659	0.433	0.021	0.009	30
1.000	0.725	0.432	0.016	0.009	30
0.500	0.131	0.417	0.025	0.009	5岁
0.300	0.209	0.417	0.035	0.007	1400
0.500	0.283	0.416	0.035	0.009	1300
1.000	0.351	0.416	0.041	0.009	50~65
0.300	0.427	0.416	0.025	0.007	<10
1.000	0.489	0.414	0.041	0.009	20~30
0.500	0.583	0.414	0.018	0.009	<8
1.000	0.659	0.414	0.018	0.009	30
1.000	0.723	0.414	0.018	0.007	30
0.500	0.131	0.398	0.025	0.010	6岁
0.300	0.209	0.398	0.035	0.009	1400
0.300	0.283	0.397	0.035	0.010	1 250
1.000	0.351	0.397	0.041	0.009	50~65
0.500	0.427	0.397	0.025	0.009	<10
1.000	0.489	0.397	0.041	0.009	20~30
0.300	0.583	0.395	0.018	0.009	<8
1.000	0.659	0.395	0.018	0.009	35
1.000	0.721	0.394	0.021	0.010	35
1.000	0.129	0.378	0.027	0.012	7岁
0.300	0.209	0.379	0.035	0.009	1 500
0.500	0.283	0.379	0.035	0.009	1 350
1.000	0.349	0.379	0.043	0.009	50~65
0.500	0.427	0.378	0.025	0.009	<10
1.000	0.489	0.376	0.041	0.010	20~30
0.500	0.583	0.376	0.018	0.009	<8
1.000	0.659	0.376	0.018	0.009	40
1.000	0.723	0.376	0.018	0.009	40
0.500	0.131	0.362	0.025	0.009	8岁
0.300	0.209	0.362	0.035	0.007	1650
0.500	0.283	0.360	0.035	0.009	1 450
1.000	0.349	0.360	0.043	0.009	50~65
0.500	0.427	0.359	0.025	0.009	<10
1.000	0.487	0.359	0.043	0.009	20~30
0.300	0.583	0.359	0.018	0.009	<8
1.000	0.659	0.359	0.018	0.007	40
1.000	0.723	0.358	0.018	0.009	40
0.500	0.127	0.342	0.029	0.012	9岁
0.500	0.209	0.343	0.035	0.009	1 750
0.500	0.281	0.342	0.037	0.009	1 550
1.000	0.349	0.341	0.043	0.009	50~65
0.300	0.423	0.340	0.029	0.010	<10
0.300	0.579	0.339	0.023	0.012	<8
1.000	0.657	0.339	0.021	0.012	45
1.000	0.721	0.337	0.021	0.012	45
0.500	0.123	0.323	0.035	0.012	10岁
0.500	0.207	0.324	0.037	0.009	1 800
0.500	0.281	0.324	0.035	0.009	1 650
1.000	0.349	0.324	0.041	0.007	50~65
0.300	0.425	0.323	0.027	0.009	<10
0.500	0.583	0.321	0.018	0.009	<8
1.000	0.659	0.321	0.018	0.009	50
1.000	0.721	0.321	0.021	0.009	50
0.500	0.127	0.305	0.031	0.010	11岁
0.300	0.207	0.306	0.037	0.008	2050
0.300	0.281	0.305	0.035	0.009	1800
1.000	0.349	0.305	0.041	0.009	50~65
1.000	0.425	0.304	0.025	0.009	<10
0.300	0.581	0.304	0.018	0.009	<8
1.000	0.657	0.302	0.021	0.010	60
1.000	0.721	0.302	0.021	0.009	55
0.500	0.115	0.288	0.055	0.009	14~17岁
0.500	0.207	0.288	0.037	0.009	2 500
0.300	0.281	0.286	0.035	0.009	2000
1.000	0.349	0.286	0.041	0.009	50~65
0.500	0.425	0.286	0.025	0.009	<10
0.500	0.581	0.285	0.018	0.009	<8
1.000	0.657	0.283	0.021	0.010	75
1.000	0.721	0.285	0.021	0.007	60
0.500	0.115	0.268	0.056	0.011	18~49岁
0.500	0.207	0.269	0.037	0.009	2 250
0.300	0.281	0.269	0.035	0.007	1 800
1.000	0.347	0.267	0.043	0.010	50~65
0.500	0.425	0.267	0.025	0.009	<10
0.500	0.581	0.266	0.018	0.009	<8
1.000	0.659	0.266	0.016	0.009	65
1.000	0.721	0.266	0.018	0.009	55
0.500	0.113	0.250	0.057	0.010	50~64 岁
0.500	0.207	0.250	0.035	0.009	2 100
0.500	0.281	0.250	0.035	0.009	1 750
1.000	0.347	0.248	0.043	0.011	50~65
0.500	0.425	0.249	0.025	0.009	<10
1.000	0.487	0.247	0.041	0.010	20~30
0.300	0.581	0.249	0.018	0.007	<8
1.000	0.659	0.247	0.016	0.009	65
1.000	0.721	0.247	0.018	0.009	55
0.300	0.113	0.231	0.057	0.010	65~79 岁
0.300	0.207	0.231	0.035	0.009	2 050
0.300	0.279	0.231	0.037	0.009	1 700
1.000	0.347	0.231	0.043	0.009	50~65
0.500	0.425	0.231	0.025	0.009	<10
1.000	0.487	0.230	0.041	0.010	20~30
0.300	0.581	0.230	0.018	0.009	<8
1.000	0.659	0.228	0.016	0.009	65
1.000	0.721	0.230	0.018	0.007	55
0.300	0.119	0.214	0.047	0.010	80岁~
0.500	0.207	0.213	0.035	0.009	1 900
0.300	0.279	0.214	0.037	0.007	1 500
1.000	0.347	0.212	0.043	0.009	50~65
0.500	0.425	0.212	0.025	0.009	<10
1.000	0.485	0.211	0.043	0.009	20~30
0.300	0.579	0.209	0.018	0.010	<8
1.000	0.657	0.211	0.018	0.009	65
0.500	0.719	0.208	0.021	0.012	55
1.000	0.113	0.195	0.064	0.010	孕妇（早）
0.500	0.279	0.195	0.037	0.009	1 800
1.000	0.347	0.193	0.041	0.009	50~65
0.500	0.423	0.193	0.027	0.009	<10
1.000	0.485	0.192	0.043	0.010	20~30
0.300	0.581	0.192	0.018	0.009	<8
1.000	0.719	0.190	0.021	0.010	55
0.500	0.113	0.176	0.062	0.010	孕妇（中）
0.300	0.279	0.176	0.037	0.009	2100
1.000	0.347	0.176	0.041	0.009	50~65
0.500	0.425	0.174	0.023	0.009	<10
1.000	0.485	0.173	0.043	0.010	20~30
1.000	0.577	0.172	0.021	0.012	<8
1.000	0.721	0.173	0.018	0.009	70
0.500	0.113	0.156	0.062	0.011	孕妇（晚）
0.300	0.279	0.157	0.035	0.010	2 250
1.000	0.347	0.157	0.041	0.009	50~65
0.500	0.423	0.155	0.027	0.010	<10
1.000	0.485	0.155	0.043	0.009	20~30
0.300	0.579	0.155	0.018	0.009	<8
1.000	0.721	0.154	0.018	0.010	85
1.000	0.125	0.137	0.031	0.013	乳母
0.300	0.279	0.139	0.035	0.009	2300
1.000	0.347	0.138	0.041	0.009	50~65
0.500	0.423	0.138	0.025	0.009	<10
1.000	0.485	0.138	0.041	0.009	20~30
0.300	0.577	0.135	0.021	0.010	<8
1.000	0.721	0.137	0.016	0.009	80
0.500	0.121	0.114	0.444	0.017	注：①未制定参考值者用“一”表示；②%E为占能量的百分比；③EER：
1.000	0.563	0.113	0.082	0.012	能量需要量；
0.500	0.649	0.115	0.066	0.010	④AMDR
0.500	0.094	0.100	0.244	0.015	的宏量营养素范围；⑤RN！：推荐摄入量。
1.000	0.717	0.113	0.043	0.012	可接受
1.000	0.117	0.086	0.177	0.015	*6 岁以上是轻身体活动水平。
1.000	0.023	0.052	0.031	0.012	342
