1.000	0.240	0.776	0.053	0.012	营养声称
0.300	0.472	0.788	0.099	0.012	xX× 高钙 饼干
1.000	0.487	0.767	0.070	0.012	营养成分表
1.000	0.376	0.741	0.029	0.012	项目
0.300	0.495	0.741	0.053	0.012	每100g
1.000	0.628	0.743	0.047	0.012	NRV%
1.000	0.376	0.715	0.029	0.012	能量
0.500	0.497	0.718	0.050	0.010	2030kJ
1.000	0.637	0.718	0.031	0.009	24%
1.000	0.370	0.689	0.041	0.012	蛋白质
1.000	0.509	0.690	0.029	0.010	6.8g
1.000	0.639	0.692	0.031	0.009	11%
1.000	0.376	0.663	0.031	0.013	脂肪
0.500	0.501	0.663	0.039	0.013	20.29
1.000	0.634	0.664	0.035	0.012	34%
1.000	0.357	0.638	0.068	0.011	一饱和脂肪
1.000	0.505	0.638	0.035	0.009	14.0g
1.000	0.637	0.639	0.033	0.009	70%
1.000	0.355	0.610	0.068	0.012	碳水化合物
1.000	0.505	0.612	0.035	0.009	67.5g
1.000	0.634	0.612	0.035	0.010	23%
0.500	0.376	0.584	0.029	0.012	一糖
0.500	0.505	0.584	0.035	0.010	20.3g
1.000	0.384	0.558	0.014	0.010	钠
1.000	0.501	0.558	0.043	0.010	192mg
1.000	0.639	0.560	0.029	0.009	10%
1.000	0.386	0.532	0.012	0.010	钙
1.000	0.501	0.532	0.043	0.010	250mg
1.000	0.637	0.533	0.031	0.009	31%
0.300	0.735	0.535	0.146	0.010	•钙含量达到 30%NRV，
0.500	0.747	0.520	0.133	0.013	符合“高” 钙含量营
1.000	0.240	0.501	0.055	0.012	营养成分
1.000	0.394	0.504	0.259	0.012	钙是骨骼和牙齿的主要成分，并维持骨密度。
1.000	0.747	0.508	0.070	0.013	养声称条件
1.000	0.240	0.488	0.055	0.013	功能声称
0.500	0.425	0.474	0.193	0.012	图1-43 食品营养成分表示意图
0.500	0.388	0.418	0.326	0.013	表1-56 不同年龄轻体力劳动者的能量需要量（EER）
0.300	0.255	0.390	0.029	0.012	人群
1.000	0.372	0.395	0.031	0.012	幼儿
1.000	0.546	0.397	0.031	0.010	儿童
0.300	0.725	0.395	0.029	0.012	成人
0.500	0.823	0.395	0.043	0.012	老年人
1.000	0.255	0.375	0.029	0.013	分类
0.300	0.329	0.370	0.043	0.012	2~3岁
0.300	0.400	0.372	0.041	0.010	4~6岁
0.500	0.464	0.372	0.053	0.010	7~10岁
0.300	0.532	0.372	0.060	0.012	11~13岁
0.500	0.602	0.372	0.060	0.010	14~17岁
0.500	0.673	0.373	0.060	0.011	18~49岁
0.500	0.745	0.373	0.058	0.011	50~64岁
0.300	0.823	0.373	0.045	0.010	≥65岁
1.000	0.255	0.346	0.029	0.012	能量
0.500	0.232	0.333	0.078	0.012	需要量范围/
0.300	0.331	0.342	0.045	0.009	1000~
0.500	0.400	0.342	0.045	0.009	1 200~
0.500	0.470	0.342	0.045	0.009	1350~
0.300	0.542	0.342	0.043	0.009	1800~
0.300	0.612	0.341	0.043	0.009	2000~
0.500	0.682	0.343	0.045	0.009	1 800~
0.300	0.753	0.343	0.043	0.009	1 750~
0.300	0.823	0.343	0.045	0.009	1 500~
0.300	0.234	0.318	0.070	0.012	（kcal.d'"）
0.500	0.335	0.327	0.035	0.009	1 250
0.300	0.405	0.328	0.035	0.007	1400
0.300	0.476	0.328	0.035	0.007	1800
0.500	0.546	0.328	0.035	0.009	2 050
0.500	0.616	0.328	0.035	0.009	2 500
0.300	0.686	0.328	0.037	0.009	2 250
0.500	0.756	0.328	0.037	0.009	2 100
0.500	0.828	0.328	0.037	0.009	2 050
0.500	0.255	0.276	0.150	0.015	2. 挑选食物和用量
1.000	0.257	0.256	0.624	0.016	根据膳食宝塔，选择谷薯类、蔬菜水果、鱼禽肉蛋、乳/豆/坚果及烹调用油盐
1.000	0.222	0.235	0.357	0.016	等，对照表1-54根据能量需求确定食物用量。
1.000	0.222	0.215	0.353	0.016	注意，表1-54建议食用量作为参考，表示的
0.500	0.222	0.196	0.355	0.015	是在一段时间内（比如1~2周）各类食物摄入
0.500	0.618	0.201	0.045	0.015	贴士：
1.000	0.222	0.174	0.355	0.016	量的平均值。每天膳食中应尽量包含这五大类
0.500	0.686	0.177	0.109	0.013	食物选购5原则
1.000	0.222	0.154	0.355	0.016	食物，以满足各种营养需要。具体到每种食物
0.300	0.649	0.158	0.119	0.015	1. 挑选新鲜食物；
1.000	0.222	0.134	0.355	0.016	怎么选择，人们可以根据日常生活习惯进行调
0.500	0.647	0.141	0.183	0.015	2. 挑选营养密度高的食物；
1.000	0.222	0.113	0.355	0.016	配。为了好记、易操作，可以将每类食物用量
0.500	0.647	0.124	0.152	0.013	3. 挑选当地应季食物；
1.000	0.222	0.093	0.355	0.017	化简为“份”，方便交换和组合搭配，可参考
0.500	0.649	0.105	0.181	0.015	4. 看营养标签、生产日期；
0.500	0.649	0.087	0.166	0.015	5. 考虑成本，物美价廉。
0.500	0.222	0.074	0.357	0.015	第三部分的膳食设计方案。例如一天2000kcal
1.000	0.924	0.041	0.031	0.010	143
